name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
mendrisio,2023-07-23T18:00:00,26.3,26.3,17.5,58.44,0,19,,0,0,12,3.8,180.1,1014.7,49.2,24.1,516,1.9,5,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T19:00:00,25.8,25.8,17.8,61.35,0,19,,0,0,11,3,178.6,1014.3,53.4,24.1,346,1.2,3,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T20:00:00,25.4,25.4,18.2,64.41,0,19,,0,0,10.1,2.2,177.1,1014,57.7,24.1,176,0.6,2,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-23T21:00:00,23.9,23.9,17.8,68.56,0,66.7,rain,0,0,14.3,3,236.3,1014.3,71.8,24.1,37,0.1,0,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T22:00:00,22.4,22.4,17.4,73.05,0,66.7,rain,0,0,18.5,3.8,295.6,1014.7,85.9,24.1,0,0,0,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-23T23:00:00,21,21,17,77.91,0.1,66.7,rain,0,0,22.7,4.7,354.8,1015,100,24.1,0,0,0,10,"Rain, Overcast",rain,
mendrisio,2023-07-24T00:00:00,20.9,20.9,16.3,74.98,0,66.7,rain,0,0,19.9,4.9,355.1,1015,98.7,24.1,0,0,0,3,"Rain, Overcast",rain,
mendrisio,2023-07-24T01:00:00,20.8,20.8,15.6,72.15,0,66.7,rain,0,0,17.2,5.2,355.3,1015,97.4,24.1,0,0,0,3,"Rain, Overcast",rain,
mendrisio,2023-07-24T02:00:00,20.8,20.8,15,69.41,0,66.7,rain,0,0,14.4,5.4,355.6,1015,96.1,24.1,0,0,0,3,"Rain, Overcast",rain,
mendrisio,2023-07-24T03:00:00,20,20,15.6,75.64,0,33.3,rain,0,0,15.7,6.4,252.1,1014.7,97.4,7.3,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-24T04:00:00,19.3,19.3,16.2,82.44,0,33.3,rain,0,0,17,7.3,148.5,1014.3,98.7,11.3,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-24T05:00:00,18.6,18.6,16.9,89.84,9.2,33.3,rain,0,0,18.4,8.3,45,1014,100,24.1,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-24T06:00:00,18.6,18.6,16.5,87.59,0,33.3,,0,0,9.7,7.9,13.2,1015,15.5,24.1,0,0,0,10,Clear,clear-day,
mendrisio,2023-07-24T07:00:00,18.9,18.9,16.6,86.51,0,33.3,,0,0,5.8,5.8,9.2,1016,17.6,24.1,31,0.1,0,10,Clear,clear-day,
mendrisio,2023-07-24T08:00:00,20.6,20.6,17.3,81.38,0,33.3,,0,0,3.6,2.9,17.9,1016,56,24.1,156,0.6,2,5,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-24T09:00:00,22.1,22.1,17.5,75.49,0,23.8,,0,0,4.1,3.4,69.8,1016,70.7,24.1,236.7,0.9,2,3,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-24T10:00:00,23.6,23.6,17.8,70.1,0,23.8,,0,0,4.6,3.8,121.7,1016,85.3,24.1,317.3,1.1,3,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-24T11:00:00,25.1,25.1,18.1,65.16,0.1,23.8,rain,0,0,5,4.3,173.6,1016,100,24.1,398,1.4,4,10,Overcast,cloudy,
mendrisio,2023-07-24T12:00:00,25.3,25.3,18,64.12,0,23.8,,0,0,7.9,7.3,173.4,1015.3,100,24.1,453,1.7,5,10,Overcast,cloudy,
mendrisio,2023-07-24T13:00:00,25.5,25.5,17.9,63.09,0,23.8,,0,0,10.8,10.3,173.1,1014.7,100,24.1,508,1.8,5,30,Overcast,cloudy,
mendrisio,2023-07-24T14:00:00,25.7,25.7,17.9,62.09,0,23.8,rain,0,0,13.7,13.3,172.9,1014,100,24.1,563,2,6,30,Overcast,cloudy,
mendrisio,2023-07-24T15:00:00,26,26,17.7,60.48,0,76.2,rain,0,0,12.1,10.9,158,1013,95.6,24.1,521.3,1.9,5,30,"Rain, Overcast",rain,
mendrisio,2023-07-24T16:00:00,26.3,26.3,17.6,58.92,0,76.2,rain,0,0,10.6,8.5,143.2,1012,91.2,24.1,479.7,1.7,5,30,"Rain, Overcast",rain,
mendrisio,2023-07-24T17:00:00,26.6,26.6,17.5,57.4,0.1,76.2,rain,0,0,9,6.1,128.3,1011,86.8,24.1,438,1.6,4,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T18:00:00,25.1,25.1,18.3,66.12,0,76.2,rain,0,0,9.6,6.4,176.8,1011.3,87.8,23.9,364.3,1.3,4,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T19:00:00,23.6,23.6,19.2,76.22,0,76.2,rain,0,0,10.2,6.6,225.3,1011.7,88.9,23.8,290.7,1.1,3,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T20:00:00,22.2,22.2,20.1,87.9,1.2,76.2,rain,0,0,10.8,6.8,273.8,1012,89.9,23.6,217,0.8,2,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T21:00:00,21.5,21.5,19.4,87.85,0,81,rain,0,0,9.2,6.7,296.6,1011,72,23.7,146.7,0.5,1,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T22:00:00,20.9,20.9,18.8,87.79,0,81,rain,0,0,7.7,6.6,319.5,1010,54,23.9,76.3,0.3,0,8,"Rain, Partially cloudy",rain,
mendrisio,2023-07-24T23:00:00,20.3,20.3,18.2,87.74,0.1,81,rain,0,0,6.1,6.5,342.3,1009,36.1,24,6,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T00:00:00,19.8,19.8,17.8,88.43,0,81,rain,0,0,8.3,7.3,236.3,1008.7,51.7,24,4,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T01:00:00,19.3,19.3,17.4,89.14,0,81,rain,0,0,10.4,8.2,130.2,1008.3,67.4,24.1,2,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T02:00:00,18.8,18.8,17.1,89.86,0.4,81,rain,0,0,12.6,9,24.2,1008,83,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T03:00:00,18.6,18.6,16.9,90.22,0,66.7,rain,0,0,10.2,7.9,18.6,1008,55.3,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T04:00:00,18.4,18.4,16.8,90.59,0,66.7,rain,0,0,7.8,6.8,13.1,1008,27.7,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T05:00:00,18.2,18.2,16.7,90.96,1.5,66.7,rain,0,0,5.4,5.8,7.5,1008,0,24.1,0,0,0,5,Rain,rain,
mendrisio,2023-07-25T06:00:00,18.7,18.7,16.9,89.28,0,66.7,rain,0,0,5.8,5.4,5.9,1008,1.7,24.1,22.3,0.1,0,5,Rain,rain,
mendrisio,2023-07-25T07:00:00,19.2,19.2,17.1,87.64,0,66.7,rain,0,0,6.1,5,4.4,1008,3.3,24.1,44.7,0.1,0,5,Rain,rain,
mendrisio,2023-07-25T08:00:00,19.7,19.7,17.3,86.04,0,66.7,rain,0,0,6.5,4.7,2.8,1008,5,24.1,67,0.2,1,5,Rain,rain,
mendrisio,2023-07-25T09:00:00,21.8,21.8,17.2,75.28,0,52.4,rain,0,0,5.2,3.8,64.5,1007.7,5,24.1,213.3,0.7,2,3,Rain,rain,
mendrisio,2023-07-25T10:00:00,23.9,23.9,17.1,66.01,0,52.4,rain,0,0,3.8,3,126.1,1007.3,5,24.1,359.7,1.3,4,3,Rain,rain,
mendrisio,2023-07-25T11:00:00,26,26,17.1,57.99,0,52.4,rain,0,0,2.5,2.2,187.8,1007,5,24.1,506,1.8,5,10,Rain,rain,
mendrisio,2023-07-25T12:00:00,26.7,26.7,16.6,53.9,0,52.4,rain,0,0,4.1,4.1,180.4,1006.7,36.7,24.1,609,2.2,6,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T13:00:00,27.4,27.8,16.1,50.11,0,52.4,rain,0,0,5.6,6,173.1,1006.3,68.3,24.1,712,2.5,7,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T14:00:00,28.1,28.2,15.6,46.59,0,52.4,rain,0,0,7.2,7.9,165.7,1006,100,24.1,815,2.9,8,10,"Rain, Overcast",rain,
mendrisio,2023-07-25T15:00:00,28.2,28.3,15.3,45.36,0,57.1,rain,0,0,7,7.6,159.6,1005.7,100,24.1,770.7,2.8,8,10,"Rain, Overcast",rain,
mendrisio,2023-07-25T16:00:00,28.4,28.3,15,44.16,0,57.1,rain,0,0,6.7,7.2,153.5,1005.3,100,24.1,726.3,2.6,7,10,"Rain, Overcast",rain,
mendrisio,2023-07-25T17:00:00,28.6,28.4,14.8,42.99,0,57.1,rain,0,0,6.5,6.8,147.4,1005,100,24.1,682,2.5,7,10,"Rain, Overcast",rain,
mendrisio,2023-07-25T18:00:00,27.5,27.9,16,49.51,0,57.1,rain,0,0,5.4,5.6,145.5,1004.7,85.1,24.1,544,2,5,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T19:00:00,26.4,26.4,17.2,57.01,0,57.1,rain,0,0,4.3,4.4,143.5,1004.3,70.1,24.1,406,1.5,4,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T20:00:00,25.4,25.4,18.5,65.63,0,57.1,rain,0,0,3.2,3.2,141.6,1004,55.2,24.1,268,1,3,60,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T21:00:00,23.2,23.2,18.3,73.95,0,57.1,rain,0,0,6.8,4.9,97.5,1004.3,63.4,17.3,182.3,0.7,2,30,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T22:00:00,20.9,20.9,18.1,83.51,0,57.1,rain,0,0,10.4,6.6,53.3,1004.7,71.5,10.4,96.7,0.3,0,8,"Rain, Partially cloudy",rain,
mendrisio,2023-07-25T23:00:00,18.8,18.8,17.9,94.51,4,57.1,rain,0,0,14,8.3,9.2,1005,79.7,3.6,11,0,0,3,"Rain, Partially cloudy",rain,
mendrisio,2023-07-26T00:00:00,18.2,18.2,17.1,93.11,0,57.1,rain,0,0,15.4,8.9,125.6,1005,74.7,10.4,7.3,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-26T01:00:00,17.7,17.7,16.3,91.71,0,57.1,rain,0,0,16.7,9.5,241.9,1005,69.8,17.3,3.7,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-26T02:00:00,17.2,17.2,15.6,90.32,2.9,57.1,rain,0,0,18,10.1,358.3,1005,64.8,24.1,0,0,0,5,"Rain, Partially cloudy",rain,
mendrisio,2023-07-26T03:00:00,16.7,16.7,14.9,89.13,0,14.3,,0,0,19,10.4,357.6,1005,45.4,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-26T04:00:00,16.3,16.3,14.3,87.95,0,14.3,,0,0,19.9,10.8,356.8,1005,25.9,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-26T05:00:00,15.9,15.9,13.7,86.78,0,14.3,,0,0,20.9,11.2,356.1,1005,6.5,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-26T06:00:00,16.5,16.5,13.4,82.26,0,14.3,,0,0,22,11.3,356,1005.3,37.7,24.1,18.7,0.1,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T07:00:00,17.1,17.1,13.2,77.99,0,14.3,,0,0,23,11.4,356,1005.7,68.8,24.1,37.3,0.1,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T08:00:00,17.7,17.7,13,73.96,0,14.3,,0,0,24.1,11.5,355.9,1006,100,24.1,56,0.2,1,10,Overcast,cloudy,
mendrisio,2023-07-26T09:00:00,20.1,20.1,11.9,59.11,0,9.5,,0,0,20.6,10.2,241.2,1006.3,85.8,24.1,201.3,0.7,2,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T10:00:00,22.6,22.6,10.8,47.36,0,9.5,,0,0,17.2,8.9,126.5,1006.7,71.5,24.1,346.7,1.3,3,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T11:00:00,25.1,25.1,9.8,38.02,0,9.5,,0,0,13.7,7.6,11.8,1007,57.3,24.1,492,1.8,5,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T12:00:00,26.1,26.1,9.8,35.69,0,9.5,,0,0,12.7,8,58.8,1007,38.3,24.1,604.3,2.2,6,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T13:00:00,27.2,26.7,9.8,33.51,0,9.5,,0,0,11.8,8.5,105.9,1007,19.4,24.1,716.7,2.6,7,10,Clear,clear-day,
mendrisio,2023-07-26T14:00:00,28.3,27.4,9.8,31.49,0,9.5,,0,0,10.8,9,152.9,1007,0.4,24.1,829,3,8,10,Clear,clear-day,
mendrisio,2023-07-26T15:00:00,27.8,27.3,11.7,36.79,0,38.1,,0,0,11.5,12.1,150,1007.3,0.3,24.1,811.3,2.9,8,10,Clear,clear-day,
mendrisio,2023-07-26T16:00:00,27.3,27.2,13.6,42.91,0,38.1,,0,0,12.2,15.2,147,1007.7,0.2,24.1,793.7,2.9,8,30,Clear,clear-day,
mendrisio,2023-07-26T17:00:00,26.8,27.2,15.5,49.95,0,38.1,,0,0,13,18.4,144.1,1008,0.1,24.1,776,2.8,8,30,Clear,clear-day,
mendrisio,2023-07-26T18:00:00,24.5,24.5,16.5,61.05,0,38.1,,0,0,16.4,17,139,1009,9.4,24.1,627,2.3,6,30,Clear,clear-day,
mendrisio,2023-07-26T19:00:00,22.3,22.3,17.6,74.74,0,38.1,,0,0,19.9,15.7,133.9,1010,18.6,24.1,478,1.7,5,30,Clear,clear-day,
mendrisio,2023-07-26T20:00:00,20.1,20.1,18.7,91.66,4.2,38.1,rain,0,0,23.4,14.4,128.8,1011,27.9,24.1,329,1.2,3,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-26T21:00:00,19,19,17.5,91.02,0,52.4,rain,0,0,23.6,12.5,110.4,1012.3,19,24.1,222.3,0.8,2,30,Rain,rain,
mendrisio,2023-07-26T22:00:00,17.9,17.9,16.3,90.37,0,52.4,rain,0,0,23.9,10.6,92,1013.7,10,24.1,115.7,0.4,0,3,Rain,rain,
mendrisio,2023-07-26T23:00:00,16.9,16.9,15.2,89.72,0.5,52.4,rain,0,0,24.1,8.6,73.6,1015,1.1,24.1,9,0,0,5,Rain,rain,
mendrisio,2023-07-27T00:00:00,16.8,16.8,15.2,90.29,0,52.4,rain,0,0,19.7,8.2,167.6,1015.3,1.4,24.1,6,0,0,3,Rain,rain,
mendrisio,2023-07-27T01:00:00,16.7,16.7,15.2,90.86,0,52.4,rain,0,0,15.2,7.7,261.7,1015.7,1.7,24.1,3,0,0,10,Rain,rain,
mendrisio,2023-07-27T02:00:00,16.6,16.6,15.2,91.44,0,52.4,rain,0,0,10.8,7.2,355.7,1016,2,24.1,0,0,0,10,Rain,rain,
mendrisio,2023-07-27T03:00:00,16.3,16.3,14.7,90.45,0,9.5,,0,0,11.5,7.6,356.2,1016,1.3,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-27T04:00:00,16,16,14.2,89.45,0,9.5,,0,0,12.2,7.9,356.8,1016,0.7,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-27T05:00:00,15.7,15.7,13.8,88.47,0,9.5,,0,0,13,8.3,357.3,1016,0,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-27T06:00:00,16.1,16.1,13.2,82.76,0,9.5,,0,0,11.9,7.8,357,1016.3,0,24.1,22,0.1,0,10,Clear,clear-night,
mendrisio,2023-07-27T07:00:00,16.6,16.6,12.6,77.41,0,9.5,,0,0,10.8,7.3,356.8,1016.7,0,24.1,44,0.1,0,10,Clear,clear-day,
mendrisio,2023-07-27T08:00:00,17.1,17.1,12.1,72.41,0,9.5,,0,0,9.7,6.8,356.5,1017,0,24.1,66,0.2,1,10,Clear,clear-day,
mendrisio,2023-07-27T09:00:00,19.2,19.2,12.3,64.32,0,28.6,,0,0,7.6,6,298.1,1017,1.7,24.1,213.7,0.7,2,10,Clear,clear-day,
mendrisio,2023-07-27T10:00:00,21.4,21.4,12.6,57.25,0,28.6,,0,0,5.4,5.2,239.6,1017,3.3,24.1,361.3,1.3,4,10,Clear,clear-day,
mendrisio,2023-07-27T11:00:00,23.6,23.6,12.9,51.07,0,28.6,,0,0,3.2,4.3,181.2,1017,5,24.1,509,1.8,5,10,Clear,clear-day,
mendrisio,2023-07-27T12:00:00,24.4,24.4,12.6,47.73,0,28.6,,0,0,4.9,5.3,169.9,1016.7,9.4,24.1,617,2.2,6,10,Clear,clear-day,
mendrisio,2023-07-27T13:00:00,25.2,25.2,12.3,44.62,0,28.6,,0,0,6.6,6.2,158.6,1016.3,13.9,24.1,725,2.6,7,10,Clear,clear-day,
mendrisio,2023-07-27T14:00:00,26,26,12,41.71,0,28.6,,0,0,8.3,7.2,147.3,1016,18.3,24.1,833,3,8,10,Clear,clear-day,
mendrisio,2023-07-27T15:00:00,26.1,26.1,12.1,41.76,0,42.9,,0,0,7.4,7.7,147.1,1015.7,12.2,24.1,812.3,2.9,8,10,Clear,clear-day,
mendrisio,2023-07-27T16:00:00,26.3,26.3,12.3,41.81,0,42.9,,0,0,6.6,8.2,146.8,1015.3,6.1,24.1,791.7,2.9,8,10,Clear,clear-day,
mendrisio,2023-07-27T17:00:00,26.5,26.5,12.5,41.85,0,42.9,,0,0,5.8,8.6,146.6,1015,0,24.1,771,2.8,8,10,Clear,clear-day,
mendrisio,2023-07-27T18:00:00,25.4,25.4,13.4,47.48,0,42.9,,0,0,8.3,7.9,151.6,1015,0,24.1,627.3,2.3,6,10,Clear,clear-day,
mendrisio,2023-07-27T19:00:00,24.3,24.3,14.3,53.87,0,42.9,,0,0,10.8,7.2,156.5,1015,0,24.1,483.7,1.7,5,10,Clear,clear-day,
mendrisio,2023-07-27T20:00:00,23.2,23.2,15.3,61.13,0,42.9,,0,0,13.3,6.5,161.5,1015,0,24.1,340,1.2,3,10,Clear,clear-day,
mendrisio,2023-07-27T21:00:00,22.1,22.1,15.1,64.39,0,42.9,,0,0,10.6,6.1,111.1,1015.3,0,24.1,230,0.8,0,10,Clear,clear-night,
mendrisio,2023-07-27T22:00:00,21.1,21.1,14.9,67.86,0,42.9,,0,0,7.8,5.8,60.6,1015.7,0,24.1,120,0.4,0,10,Clear,clear-night,
mendrisio,2023-07-27T23:00:00,20.1,20.1,14.8,71.55,0,42.9,,0,0,5,5.4,10.2,1016,0,24.1,10,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T00:00:00,19.5,19.5,14.5,72.85,0,42.9,,0,0,6,5.9,9.4,1016,1.7,24.1,6.7,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T01:00:00,18.9,18.9,14.2,74.17,0,42.9,,0,0,7,6.4,8.7,1016,3.3,24.1,3.3,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T02:00:00,18.4,18.4,14,75.53,0,42.9,,0,0,7.9,6.8,7.9,1016,5,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T03:00:00,18,18,13.6,75.32,0,14.3,,0,0,7.9,6.8,8.1,1015.7,3.3,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T04:00:00,17.7,17.7,13.2,75.1,0,14.3,,0,0,7.9,6.8,8.4,1015.3,1.7,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T05:00:00,17.4,17.4,12.9,74.88,0,14.3,,0,0,7.9,6.8,8.6,1015,0,24.1,0,0,0,10,Clear,clear-night,
mendrisio,2023-07-28T06:00:00,18.1,18.1,13,72.43,0,14.3,,0,0,7.3,6.1,12.9,1015,0,24.1,21.3,0.1,0,10,Clear,clear-night,
mendrisio,2023-07-28T07:00:00,18.8,18.8,13.2,70.08,0,14.3,,0,0,6.7,5.4,17.1,1015,0,24.1,42.7,0.1,0,10,Clear,clear-day,
mendrisio,2023-07-28T08:00:00,19.5,19.5,13.4,67.82,0,14.3,,0,0,6.1,4.7,21.4,1015,0,24.1,64,0.2,1,10,Clear,clear-day,
mendrisio,2023-07-28T09:00:00,21.1,21.1,13.7,62.92,0,14.3,,0,0,5.9,5.3,71.3,1014.7,25.7,24.1,207.7,0.7,2,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-28T10:00:00,22.7,22.7,14.1,58.44,0,14.3,,0,0,5.6,5.9,121.2,1014.3,51.3,24.1,351.3,1.3,4,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-28T11:00:00,24.3,24.3,14.5,54.34,0,14.3,,0,0,5.4,6.5,171.1,1014,76.8,24.1,495,1.8,5,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-28T12:00:00,24.2,24.2,15.3,57.56,0,14.3,,0,0,7,6.8,174.4,1014,84.5,18.6,573.3,2.1,6,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-28T13:00:00,24.1,24.1,16.1,60.94,0,14.3,,0,0,8.5,7.2,177.6,1014,92.3,13,651.7,2.3,7,10,Overcast,cloudy,
mendrisio,2023-07-28T14:00:00,24,24,16.9,64.51,1.2,14.3,rain,0,0,10.1,7.6,180.9,1014,100,7.5,730,2.6,7,10,Overcast,cloudy,
mendrisio,2023-07-28T15:00:00,24.3,24.3,16.7,62.83,0,52.4,rain,0,0,8.4,5.3,188.4,1013.3,69.9,13,635,2.3,6,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-28T16:00:00,24.6,24.6,16.6,61.19,0,52.4,rain,0,0,6.7,3,195.9,1012.7,39.7,18.6,540,1.9,5,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-28T17:00:00,24.9,24.9,16.5,59.59,1.3,52.4,rain,0,0,5,0.7,203.4,1012,9.6,24.1,445,1.6,4,10,Rain,rain,
mendrisio,2023-07-28T18:00:00,24.1,24.1,16.7,63.2,0,52.4,rain,0,0,4.7,1.8,239.2,1011.7,28.2,24.1,405.7,1.5,4,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-28T19:00:00,23.4,23.4,16.9,67.03,0,52.4,rain,0,0,4.3,2.9,275.1,1011.3,46.8,24.1,366.3,1.3,4,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-28T20:00:00,22.7,22.7,17.2,71.12,0.6,52.4,rain,0,0,4,4,310.9,1011,65.4,24.1,327,1.2,3,10,"Rain, Partially cloudy",rain,
mendrisio,2023-07-28T21:00:00,21.3,21.3,17,76.33,0,42.9,,0,0,5.5,5,208.3,1011.3,76.9,24,221,0.8,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-28T22:00:00,19.9,19.9,16.8,81.99,0,42.9,,0,0,7.1,6.1,105.8,1011.7,88.5,23.8,115,0.4,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-28T23:00:00,18.6,18.6,16.6,88.15,0.9,42.9,rain,0,0,8.6,7.2,3.2,1012,100,23.7,9,0,0,10,Overcast,cloudy,
mendrisio,2023-07-29T00:00:00,18.3,18.3,16.7,90.4,0,42.9,,0,0,7.3,6.4,108.3,1012,100,18.4,6,0,0,10,Overcast,cloudy,
mendrisio,2023-07-29T01:00:00,18.1,18.1,16.9,92.71,0,42.9,,0,0,6,5.5,213.3,1012,100,13,3,0,0,10,Overcast,cloudy,
mendrisio,2023-07-29T02:00:00,17.9,17.9,17.1,95.08,2.3,42.9,rain,0,0,4.7,4.7,318.4,1012,100,7.7,0,0,0,10,Overcast,cloudy,
mendrisio,2023-07-29T03:00:00,17.6,17.6,16.9,95.87,0,23.8,,0,0,8.5,5.9,218.7,1011.7,82.3,13.2,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-29T04:00:00,17.4,17.4,16.9,96.68,0,23.8,,0,0,12.4,7.1,118.9,1011.3,64.7,18.6,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-29T05:00:00,17.2,17.2,16.8,97.5,15.9,23.8,rain,0,0,16.2,8.3,19.2,1011,47,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-29T06:00:00,17.6,17.6,16.8,95.27,0,23.8,,0,0,12,6.1,40.5,1011,38.2,24.1,19.7,0.1,0,10,Partially cloudy,partly-cloudy-night,
mendrisio,2023-07-29T07:00:00,18,18,16.8,93.09,0,23.8,,0,0,7.8,4,61.9,1011,29.4,24.1,39.3,0.1,0,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T08:00:00,18.4,18.4,16.9,90.98,0.4,23.8,rain,0,0,3.6,1.8,83.2,1011,20.6,24.1,59,0.2,1,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T09:00:00,19.4,19.4,16.9,85.65,0,38.1,,0,0,4.7,3.7,102.9,1011,26.5,24.1,175.3,0.6,2,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T10:00:00,20.4,20.4,16.9,80.67,0,38.1,,0,0,5.8,5.6,122.7,1011,32.5,24.1,291.7,1.1,3,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T11:00:00,21.4,21.4,17,76.02,0.1,38.1,rain,0,0,6.8,7.6,142.4,1011,38.4,24.1,408,1.5,4,10,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T12:00:00,22.1,22.1,17,72.85,0,38.1,,0,0,6,7.1,151.1,1010.7,53.2,24.1,495,1.8,5,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T13:00:00,22.9,22.9,17.1,69.83,0,38.1,,0,0,5.2,6.6,159.7,1010.3,67.9,24.1,582,2.1,6,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T14:00:00,23.7,23.7,17.2,66.95,0.7,38.1,rain,0,0,4.3,6.1,168.4,1010,82.7,24.1,669,2.4,7,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T15:00:00,24,24,16.9,64.39,0,33.3,,0,0,3.1,4.3,157.5,1009.7,75.2,24.1,607,2.2,6,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T16:00:00,24.4,24.4,16.6,61.93,0,33.3,,0,0,1.9,2.5,146.7,1009.3,67.8,24.1,545,1.9,5,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T17:00:00,24.8,24.8,16.4,59.57,0.1,33.3,rain,0,0,0.7,0.7,135.8,1009,60.3,24.1,483,1.7,5,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T18:00:00,24.2,24.2,16.7,63.08,0,33.3,,0,0,0.6,0.6,194.4,1009,41.9,24.1,420,1.5,4,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T19:00:00,23.6,23.6,17.1,66.8,0,33.3,,0,0,0.5,0.5,253,1009,23.4,24.1,357,1.3,4,30,Partially cloudy,partly-cloudy-day,
mendrisio,2023-07-29T20:00:00,23.1,23.1,17.5,70.75,0,33.3,,0,0,0.4,0.4,311.6,1009,5,24.1,294,1.1,3,30,Clear,clear-day,
mendrisio,2023-07-29T21:00:00,21.4,21.4,15.5,68.81,0,52.4,rain,0,0,7.2,3.6,210.4,1010,4.5,24.1,199,0.7,0,30,Rain,rain,
mendrisio,2023-07-29T22:00:00,19.9,19.9,13.5,66.88,0,52.4,rain,0,0,14,6.8,109.2,1011,4.1,24.1,104,0.4,0,10,Rain,rain,
